temperature,rainfall,humidity,soil_moisture,forecast_rainfall,historical_rainfall,historical_temperature,crop_type,soil_type,water_availability,drought_risk,flood_risk,heat_risk,extreme_rainfall_risk
29.4,0.0,47.1,29.5,0.2,27.7,29.0,Pulses,Alluvial Soil,Adequate,0,0,0,0
37.5,45.6,62.9,24.9,68.3,57.2,37.9,Sugarcane,Sandy Loam,Low / Moderate Deficit,0,0,0,1
26.9,37.7,69.4,19.9,42.8,75.0,28.0,Mustard,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
36.7,0.0,46.4,27.4,1.0,72.8,34.4,Soybean,Clayey Loam,Adequate,0,0,0,0
22.1,0.0,72.1,12.6,7.4,7.1,23.4,Wheat,Red Soil,Critical Deficit,1,0,0,0
35.2,0.0,45.1,47.6,3.9,55.3,32.3,Pulses,Black Soil,Adequate,0,0,0,0
32.3,0.0,53.4,45.0,3.2,112.5,33.4,Cotton,Clayey Loam,Saturated,0,0,0,0
21.6,0.0,48.6,23.3,1.6,66.0,21.2,Paddy,Sandy Loam,Low / Moderate Deficit,0,0,0,0
29.0,0.0,62.1,26.3,2.1,77.4,26.4,Cotton,Alluvial Soil,Adequate,0,0,0,0
35.5,0.0,40.3,27.2,1.3,77.4,35.0,Wheat,Sandy Loam,Adequate,0,0,0,0
31.2,0.0,58.8,21.8,1.5,31.0,29.5,Soybean,Clayey Loam,Adequate,0,0,0,0
29.1,0.0,52.7,48.2,0.7,213.9,28.1,Sugarcane,Red Soil,Saturated,0,0,0,0
34.7,0.0,56.1,16.4,0.6,1.4,32.4,Mustard,Clayey Loam,Critical Deficit,1,0,0,0
17.7,0.0,64.8,17.8,9.6,0.7,16.0,Mustard,Black Soil,Critical Deficit,1,0,0,0
23.6,0.0,51.9,19.4,1.5,0.4,20.7,Wheat,Black Soil,Critical Deficit,1,0,0,0
25.4,0.0,56.0,52.6,3.9,204.5,26.3,Maize,Black Soil,Saturated,0,0,0,0
29.0,0.0,57.4,39.1,0.5,55.3,30.4,Cotton,Red Soil,Adequate,0,0,0,0
29.2,0.0,50.0,36.9,2.5,48.2,32.1,Wheat,Black Soil,Adequate,0,0,0,0
34.3,0.0,44.5,23.4,1.6,26.1,31.5,Paddy,Clayey Loam,Low / Moderate Deficit,0,0,0,0
30.1,0.0,35.4,31.2,0.8,57.0,29.8,Soybean,Black Soil,Adequate,0,0,0,0
30.0,0.0,63.2,35.0,0.6,56.1,29.7,Soybean,Black Soil,Low / Moderate Deficit,0,0,0,0
21.1,0.0,64.0,27.4,7.0,25.1,22.6,Cotton,Alluvial Soil,Adequate,0,0,0,0
34.7,2.3,78.8,28.2,51.2,36.3,32.2,Wheat,Alluvial Soil,Adequate,0,0,0,1
37.5,20.2,55.4,29.6,67.4,83.4,35.9,Wheat,Sandy Loam,Adequate,0,0,1,1
36.3,0.0,77.0,36.8,10.2,51.4,34.5,Pulses,Black Soil,Adequate,0,0,0,0
25.9,0.0,44.8,20.1,1.3,63.4,27.6,Sugarcane,Red Soil,Adequate,0,0,0,0
28.9,0.0,63.5,20.7,0.6,4.8,30.0,Cotton,Sandy Loam,Critical Deficit,1,0,0,0
36.6,0.0,55.6,18.0,0.2,56.2,37.5,Wheat,Alluvial Soil,Low / Moderate Deficit,1,0,1,0
24.1,0.0,46.1,18.5,0.4,83.1,23.1,Soybean,Clayey Loam,Adequate,0,0,0,0
21.1,0.0,61.6,34.2,5.4,55.2,23.1,Pulses,Alluvial Soil,Adequate,0,0,0,0
18.4,0.0,62.3,52.0,0.6,106.5,21.8,Wheat,Clayey Loam,Saturated,0,0,0,0
31.0,0.0,77.4,11.3,10.4,9.9,34.2,Wheat,Black Soil,Critical Deficit,1,0,0,0
36.1,0.0,68.4,23.1,3.4,31.9,36.3,Paddy,Red Soil,Adequate,0,0,0,0
23.6,0.0,45.3,52.9,0.2,137.2,25.5,Maize,Alluvial Soil,Saturated,0,0,0,0
28.4,0.0,68.1,14.8,3.1,3.9,29.5,Cotton,Sandy Loam,Critical Deficit,1,0,0,0
21.2,0.0,41.4,27.1,0.5,51.0,21.8,Maize,Clayey Loam,Adequate,0,0,0,0
30.2,0.0,57.3,32.7,2.5,25.4,31.2,Maize,Alluvial Soil,Adequate,0,0,0,0
16.5,0.0,58.3,31.1,6.3,67.7,18.5,Wheat,Alluvial Soil,Adequate,0,0,0,0
32.3,0.0,91.0,49.6,11.6,134.7,34.6,Pulses,Black Soil,Saturated,0,0,0,0
43.9,0.0,34.0,23.3,4.4,81.8,45.1,Sugarcane,Sandy Loam,Low / Moderate Deficit,0,0,1,0
25.2,0.0,58.6,28.4,6.3,64.8,24.5,Wheat,Sandy Loam,Adequate,0,0,0,0
37.1,0.0,48.0,26.1,1.2,45.4,34.3,Paddy,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
33.0,0.0,67.1,27.0,1.4,69.1,33.3,Cotton,Clayey Loam,Adequate,0,0,0,0
38.4,0.0,56.3,24.7,0.0,60.2,35.9,Mustard,Clayey Loam,Low / Moderate Deficit,0,0,1,0
37.8,0.0,47.1,32.3,2.6,35.3,38.0,Wheat,Red Soil,Adequate,0,0,1,0
25.2,0.0,38.6,16.8,0.1,6.4,24.3,Sugarcane,Red Soil,Critical Deficit,1,0,0,0
30.8,0.0,56.7,12.7,2.3,6.6,31.9,Paddy,Red Soil,Critical Deficit,1,0,0,0
34.6,9.3,67.0,18.9,4.6,52.9,35.8,Pulses,Clayey Loam,Low / Moderate Deficit,1,0,0,0
41.7,0.0,71.4,12.9,29.1,12.8,40.8,Paddy,Sandy Loam,Critical Deficit,1,0,1,0
30.3,0.0,33.7,32.3,8.3,27.9,31.9,Paddy,Clayey Loam,Adequate,0,0,0,0
23.8,0.0,56.1,26.8,12.4,45.4,23.4,Sugarcane,Red Soil,Adequate,0,0,0,0
31.3,0.0,70.4,23.3,31.6,27.2,32.4,Maize,Alluvial Soil,Adequate,0,0,0,0
31.7,0.0,41.1,33.7,0.1,68.0,29.0,Sugarcane,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
25.5,0.0,45.1,18.3,1.5,4.3,27.8,Maize,Alluvial Soil,Critical Deficit,1,0,0,0
28.8,0.0,24.4,28.8,3.3,39.2,27.7,Mustard,Sandy Loam,Low / Moderate Deficit,0,0,0,0
25.4,0.0,46.3,51.5,7.6,155.7,26.9,Cotton,Sandy Loam,Saturated,0,0,0,0
26.9,0.0,50.3,34.0,2.0,34.8,25.4,Paddy,Red Soil,Adequate,0,0,0,0
28.0,12.1,73.2,15.5,34.3,0.3,26.6,Cotton,Red Soil,Critical Deficit,1,0,0,0
31.6,0.0,79.6,41.0,39.0,23.1,34.0,Soybean,Black Soil,Adequate,0,1,0,0
32.4,0.0,43.7,33.1,5.7,59.8,34.8,Sugarcane,Black Soil,Adequate,0,0,0,0
43.1,0.0,53.4,20.5,3.1,9.6,44.3,Maize,Red Soil,Critical Deficit,1,0,1,0
20.6,14.8,54.5,34.6,22.3,45.6,21.0,Wheat,Black Soil,Low / Moderate Deficit,0,0,0,0
26.4,4.3,50.4,18.0,2.2,24.7,26.8,Mustard,Red Soil,Low / Moderate Deficit,1,0,0,0
17.7,0.0,77.0,27.3,15.1,75.2,17.5,Maize,Clayey Loam,Adequate,0,0,0,0
25.3,11.3,32.7,24.1,16.7,43.6,27.0,Paddy,Alluvial Soil,Adequate,0,0,0,0
38.3,0.0,59.7,15.7,1.5,13.0,38.4,Pulses,Alluvial Soil,Critical Deficit,1,0,1,0
25.1,0.0,76.0,18.2,96.9,0.0,25.1,Paddy,Red Soil,Critical Deficit,1,0,0,1
23.7,0.0,46.8,23.3,0.7,31.0,25.2,Pulses,Sandy Loam,Adequate,0,0,0,0
26.7,0.0,49.3,20.0,1.1,79.1,27.6,Maize,Clayey Loam,Low / Moderate Deficit,1,0,0,0
31.5,0.0,86.2,18.0,69.7,49.2,33.6,Pulses,Alluvial Soil,Low / Moderate Deficit,1,0,0,1
28.8,0.0,53.0,26.9,0.8,41.3,26.8,Maize,Sandy Loam,Adequate,0,0,0,0
28.1,0.0,59.6,19.8,0.2,58.5,28.1,Cotton,Red Soil,Adequate,0,0,0,0
37.8,0.0,65.1,33.5,4.9,71.4,34.9,Maize,Sandy Loam,Adequate,0,0,0,0
24.2,0.0,43.9,52.8,3.7,200.9,23.7,Wheat,Red Soil,Saturated,0,0,0,0
22.5,0.0,68.4,52.3,4.1,226.1,23.0,Wheat,Sandy Loam,Saturated,0,0,0,0
28.4,0.0,42.5,26.3,1.0,20.6,28.0,Mustard,Sandy Loam,Low / Moderate Deficit,0,0,0,0
20.9,0.0,69.9,20.0,2.0,31.4,21.4,Mustard,Red Soil,Adequate,0,0,0,0
39.3,0.0,31.0,45.0,2.0,111.9,38.2,Cotton,Sandy Loam,Saturated,0,0,1,0
39.8,0.0,35.5,58.8,5.3,110.5,39.4,Sugarcane,Black Soil,Saturated,0,0,1,0
31.3,0.0,55.5,32.7,4.7,59.1,29.3,Paddy,Black Soil,Adequate,0,0,0,0
30.5,0.0,27.2,36.8,5.1,74.1,30.8,Cotton,Black Soil,Adequate,0,0,0,0
29.4,0.0,55.0,17.1,2.2,3.4,32.6,Paddy,Clayey Loam,Critical Deficit,1,0,0,0
24.6,0.0,42.5,60.4,0.5,215.8,24.7,Sugarcane,Black Soil,Saturated,0,0,0,0
20.4,0.0,53.0,16.8,3.9,0.7,21.0,Wheat,Sandy Loam,Critical Deficit,1,0,0,0
27.9,0.0,50.2,52.2,2.9,150.3,29.8,Paddy,Alluvial Soil,Saturated,0,0,0,0
27.6,0.0,69.7,40.7,0.4,50.8,27.9,Wheat,Black Soil,Adequate,0,0,0,0
33.7,0.0,56.9,32.4,0.3,60.7,32.5,Maize,Sandy Loam,Adequate,0,0,0,0
19.5,0.0,80.3,25.3,1.8,31.9,19.8,Soybean,Clayey Loam,Adequate,0,0,0,0
38.2,0.0,36.9,34.3,0.1,32.3,38.7,Paddy,Black Soil,Adequate,0,0,1,0
27.7,0.0,63.6,18.0,4.1,52.9,25.6,Mustard,Red Soil,Low / Moderate Deficit,1,0,0,0
30.4,0.0,66.7,42.9,0.8,64.5,32.0,Paddy,Black Soil,Low / Moderate Deficit,0,0,0,0
37.3,0.0,45.5,34.4,3.2,22.6,35.0,Wheat,Sandy Loam,Low / Moderate Deficit,0,0,1,0
41.2,0.0,68.8,27.3,5.5,57.4,39.9,Soybean,Alluvial Soil,Adequate,0,0,1,0
28.3,0.0,57.2,18.0,0.1,38.7,28.7,Maize,Sandy Loam,Adequate,0,0,0,0
28.9,0.0,98.0,33.7,62.0,52.5,26.4,Mustard,Alluvial Soil,Adequate,0,0,0,1
28.7,0.0,66.3,26.9,0.9,37.9,28.2,Paddy,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
19.3,0.0,78.1,32.6,0.4,77.7,18.8,Maize,Red Soil,Adequate,0,0,0,0
25.4,0.0,77.5,17.1,18.6,1.1,23.9,Wheat,Black Soil,Critical Deficit,1,0,0,0
22.9,0.0,88.1,28.2,22.2,52.0,22.3,Soybean,Red Soil,Adequate,0,0,0,0
30.1,0.0,69.5,41.3,4.2,33.7,29.2,Soybean,Black Soil,Adequate,0,0,0,0
33.4,0.0,56.4,19.2,3.0,41.2,33.8,Mustard,Clayey Loam,Adequate,0,0,0,0
28.8,0.0,35.9,35.2,1.0,82.2,28.2,Sugarcane,Black Soil,Low / Moderate Deficit,0,0,0,0
32.9,0.0,90.7,36.9,29.2,67.8,33.8,Mustard,Black Soil,Adequate,0,0,0,0
25.8,0.0,77.6,27.2,7.2,32.1,27.5,Sugarcane,Sandy Loam,Adequate,0,0,0,0
29.1,0.0,61.6,40.7,0.6,28.7,24.8,Soybean,Black Soil,Adequate,0,0,0,0
29.8,0.0,32.9,13.1,2.2,11.4,28.5,Sugarcane,Alluvial Soil,Critical Deficit,1,0,0,0
32.6,12.8,89.8,21.1,18.4,83.2,32.8,Maize,Sandy Loam,Low / Moderate Deficit,1,0,0,0
31.4,0.0,53.8,54.0,5.5,196.5,32.9,Mustard,Black Soil,Saturated,0,0,0,0
27.8,0.0,63.2,29.6,1.9,31.1,27.2,Cotton,Sandy Loam,Adequate,0,0,0,0
36.0,0.0,69.9,30.0,6.3,25.0,33.4,Maize,Sandy Loam,Adequate,0,0,0,0
29.8,0.0,62.4,14.0,4.2,13.9,30.9,Cotton,Sandy Loam,Critical Deficit,1,0,0,0
29.9,0.0,40.4,36.5,3.7,60.1,28.8,Sugarcane,Black Soil,Adequate,0,0,0,0
36.0,0.0,58.5,17.5,5.0,6.9,37.7,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
28.3,1.5,77.2,51.7,4.3,202.2,25.8,Soybean,Red Soil,Saturated,0,0,0,0
45.6,0.0,98.0,19.3,18.2,78.2,46.6,Sugarcane,Red Soil,Adequate,0,0,1,0
29.4,0.0,63.3,52.7,0.6,226.2,29.6,Pulses,Black Soil,Saturated,0,0,0,0
27.3,0.0,87.6,34.6,2.6,73.8,29.0,Sugarcane,Black Soil,Low / Moderate Deficit,0,0,0,0
29.2,0.0,45.5,28.2,1.9,33.6,30.4,Paddy,Sandy Loam,Adequate,0,0,0,0
27.2,0.0,59.2,28.3,4.4,65.0,28.6,Paddy,Red Soil,Adequate,0,0,0,0
24.8,53.9,74.9,16.6,0.7,11.1,23.2,Soybean,Red Soil,Critical Deficit,1,0,0,1
35.1,4.8,69.4,52.7,1.4,201.3,32.8,Paddy,Black Soil,Saturated,0,0,0,0
24.0,0.0,56.5,30.9,1.7,72.3,24.0,Wheat,Alluvial Soil,Adequate,0,0,0,0
35.9,0.0,69.8,27.5,2.2,66.4,36.2,Soybean,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
30.3,0.0,56.4,23.7,13.0,44.2,31.7,Wheat,Clayey Loam,Adequate,0,0,0,0
25.3,0.0,41.0,18.0,2.6,31.9,24.6,Soybean,Alluvial Soil,Adequate,0,0,0,0
28.5,0.0,39.7,51.5,1.4,133.5,26.9,Mustard,Red Soil,Saturated,0,0,0,0
31.8,0.0,59.2,28.7,6.3,75.7,33.5,Paddy,Red Soil,Adequate,0,0,0,0
34.7,0.0,73.1,37.5,75.4,41.8,34.1,Soybean,Black Soil,Adequate,0,0,0,1
26.9,0.0,15.0,18.0,3.2,42.1,27.3,Maize,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
28.7,0.0,67.9,53.2,4.5,91.7,30.7,Mustard,Black Soil,Saturated,0,0,0,0
31.5,0.0,43.4,26.9,0.8,78.4,33.0,Sugarcane,Black Soil,Adequate,0,0,0,0
37.4,0.0,68.1,17.4,2.4,3.4,39.3,Wheat,Sandy Loam,Critical Deficit,1,0,1,0
34.4,0.0,85.6,16.2,5.5,10.1,35.3,Mustard,Clayey Loam,Critical Deficit,1,0,0,0
34.5,14.2,77.8,23.6,2.3,66.8,35.5,Soybean,Alluvial Soil,Adequate,0,0,0,0
22.3,0.0,39.3,22.2,0.5,46.0,23.8,Pulses,Red Soil,Low / Moderate Deficit,0,0,0,0
33.5,0.0,61.0,17.4,0.6,5.6,33.5,Mustard,Alluvial Soil,Critical Deficit,1,0,0,0
32.0,0.0,50.6,20.6,10.4,22.6,33.2,Maize,Sandy Loam,Adequate,0,0,0,0
34.1,26.2,63.7,25.4,27.8,53.5,33.2,Paddy,Clayey Loam,Low / Moderate Deficit,0,0,0,0
27.8,0.0,65.5,18.0,6.4,23.1,29.3,Paddy,Alluvial Soil,Adequate,0,0,0,0
31.5,4.9,68.5,47.0,0.6,129.1,30.5,Pulses,Red Soil,Saturated,0,0,0,0
32.2,0.0,62.6,30.3,4.2,21.0,34.0,Paddy,Black Soil,Adequate,0,0,0,0
33.6,0.0,65.0,22.9,0.1,24.1,34.2,Cotton,Red Soil,Adequate,0,0,0,0
26.8,0.0,52.3,19.2,8.4,50.5,24.6,Sugarcane,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
36.5,0.0,51.7,34.3,2.2,29.8,36.4,Maize,Sandy Loam,Adequate,0,0,0,0
27.7,0.0,74.9,31.5,22.8,47.1,26.4,Wheat,Black Soil,Adequate,0,0,0,0
38.0,0.0,95.8,17.0,9.2,12.8,37.2,Mustard,Red Soil,Critical Deficit,1,0,1,0
48.0,0.0,57.5,23.5,0.1,50.4,48.2,Wheat,Alluvial Soil,Adequate,0,0,1,0
23.1,0.0,75.7,27.6,12.2,65.5,23.5,Cotton,Alluvial Soil,Adequate,0,0,0,0
28.7,0.0,55.8,22.0,0.4,27.3,27.9,Pulses,Sandy Loam,Adequate,0,0,0,0
36.5,0.0,55.8,54.8,5.6,230.2,36.7,Pulses,Alluvial Soil,Saturated,0,0,0,0
28.0,0.0,55.5,23.2,0.6,75.9,27.1,Paddy,Red Soil,Low / Moderate Deficit,0,0,0,0
32.4,0.0,69.2,30.2,2.2,74.7,34.7,Cotton,Black Soil,Low / Moderate Deficit,0,0,0,0
36.1,0.0,61.7,24.8,1.4,77.8,38.4,Wheat,Sandy Loam,Low / Moderate Deficit,0,0,0,0
29.5,0.0,77.8,30.4,10.1,27.8,27.6,Sugarcane,Clayey Loam,Adequate,0,0,0,0
19.3,0.0,72.9,22.5,7.1,35.9,20.5,Mustard,Sandy Loam,Low / Moderate Deficit,0,0,0,0
33.8,0.0,84.7,26.7,10.2,73.5,35.2,Cotton,Clayey Loam,Low / Moderate Deficit,0,0,0,0
17.0,0.0,72.9,27.9,16.1,64.5,18.4,Pulses,Clayey Loam,Adequate,0,0,0,0
26.2,0.0,79.6,18.1,3.7,55.9,26.4,Sugarcane,Sandy Loam,Low / Moderate Deficit,1,0,0,0
36.4,0.0,59.9,28.4,4.7,46.3,35.4,Soybean,Red Soil,Adequate,0,0,0,0
23.1,0.0,79.7,23.5,67.5,63.9,22.9,Pulses,Alluvial Soil,Adequate,0,0,0,1
27.9,0.0,40.2,46.3,4.9,135.4,29.0,Mustard,Alluvial Soil,Saturated,0,0,0,0
31.7,0.0,37.8,57.4,1.4,152.1,29.9,Pulses,Alluvial Soil,Saturated,0,0,0,0
37.4,0.0,70.7,34.8,24.5,24.3,37.8,Sugarcane,Black Soil,Adequate,0,0,0,0
31.4,0.0,59.1,18.0,1.4,65.4,32.5,Paddy,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
44.5,59.9,87.3,22.3,21.3,72.0,43.2,Cotton,Alluvial Soil,Adequate,0,0,1,1
18.7,0.0,45.6,28.6,7.8,79.8,18.1,Mustard,Alluvial Soil,Adequate,0,0,0,0
30.8,0.0,34.6,25.6,1.7,59.6,33.1,Soybean,Red Soil,Adequate,0,0,0,0
35.9,9.4,63.2,21.5,7.8,83.8,32.8,Cotton,Clayey Loam,Adequate,0,0,0,0
39.1,0.0,15.0,31.9,4.0,78.2,39.0,Maize,Alluvial Soil,Adequate,0,0,1,0
21.3,0.0,97.9,19.8,33.7,80.2,21.4,Paddy,Clayey Loam,Low / Moderate Deficit,1,0,0,0
38.8,32.6,79.7,32.8,8.6,67.5,36.9,Paddy,Black Soil,Adequate,0,0,1,0
30.6,0.0,46.4,24.4,5.3,52.6,28.1,Cotton,Clayey Loam,Low / Moderate Deficit,0,0,0,0
18.8,0.0,24.2,9.8,0.1,0.0,19.2,Wheat,Sandy Loam,Critical Deficit,1,0,0,0
24.1,0.0,54.8,32.1,3.5,49.4,24.9,Mustard,Clayey Loam,Adequate,0,0,0,0
40.4,0.0,48.8,21.0,1.6,42.0,41.2,Wheat,Clayey Loam,Low / Moderate Deficit,1,0,1,0
26.4,0.0,34.3,12.9,6.7,8.9,25.4,Mustard,Black Soil,Critical Deficit,1,0,0,0
24.2,0.0,84.4,18.0,17.4,47.1,25.1,Mustard,Red Soil,Low / Moderate Deficit,1,0,0,0
24.0,0.0,63.6,35.6,3.9,47.0,23.6,Sugarcane,Black Soil,Adequate,0,0,0,0
20.1,38.7,63.2,23.0,5.6,20.9,21.9,Paddy,Sandy Loam,Adequate,0,0,0,0
32.1,0.0,35.9,34.1,1.6,24.9,33.5,Sugarcane,Black Soil,Low / Moderate Deficit,0,0,0,0
28.0,28.2,95.2,52.3,2.0,115.6,26.9,Paddy,Sandy Loam,Saturated,0,1,0,0
34.0,0.0,43.7,21.9,1.8,24.5,34.0,Maize,Sandy Loam,Adequate,0,0,0,0
33.9,0.0,86.5,14.2,3.1,11.0,35.8,Sugarcane,Alluvial Soil,Critical Deficit,1,0,0,0
36.0,0.0,98.0,18.6,68.6,48.1,35.8,Maize,Sandy Loam,Low / Moderate Deficit,1,0,0,1
18.4,51.7,73.1,14.8,37.1,11.4,20.0,Soybean,Clayey Loam,Critical Deficit,1,0,0,1
33.5,0.0,66.2,47.4,2.1,157.0,36.3,Paddy,Black Soil,Saturated,0,0,0,0
25.2,0.0,92.3,36.5,10.1,63.8,24.8,Soybean,Black Soil,Adequate,0,0,0,0
33.8,0.0,57.4,19.4,0.5,10.1,33.8,Wheat,Sandy Loam,Critical Deficit,1,0,0,0
31.8,0.0,68.1,26.8,1.3,75.4,33.0,Wheat,Clayey Loam,Adequate,0,0,0,0
25.1,0.0,37.5,33.3,1.4,71.6,27.5,Maize,Black Soil,Low / Moderate Deficit,0,0,0,0
46.4,0.0,38.0,12.7,2.4,12.9,45.9,Maize,Black Soil,Critical Deficit,1,0,1,0
39.7,0.0,53.0,53.1,0.9,213.1,39.9,Mustard,Clayey Loam,Saturated,0,0,1,0
29.1,22.3,58.6,55.0,44.3,201.7,29.5,Paddy,Red Soil,Saturated,0,1,0,0
18.5,0.0,68.0,26.0,3.1,46.4,18.3,Mustard,Clayey Loam,Adequate,0,0,0,0
33.8,1.6,65.2,31.5,0.2,20.6,32.2,Paddy,Red Soil,Low / Moderate Deficit,0,0,0,0
29.0,0.0,39.7,17.0,2.1,1.3,29.7,Paddy,Red Soil,Critical Deficit,1,0,0,0
26.3,0.0,67.5,15.0,0.8,2.3,26.2,Soybean,Red Soil,Critical Deficit,1,0,0,0
31.8,17.3,48.8,28.3,3.8,21.8,29.8,Mustard,Clayey Loam,Adequate,0,0,0,0
29.3,9.0,53.7,9.1,3.3,1.8,28.4,Pulses,Alluvial Soil,Critical Deficit,1,0,0,0
29.1,0.0,41.1,14.0,2.8,9.8,28.8,Sugarcane,Alluvial Soil,Critical Deficit,1,0,0,0
30.8,90.4,62.5,27.4,12.8,34.7,30.2,Maize,Clayey Loam,Adequate,0,0,0,1
45.8,0.0,39.3,18.0,0.2,37.0,43.7,Maize,Alluvial Soil,Adequate,0,0,1,0
24.3,0.0,50.4,18.0,0.4,34.5,23.1,Maize,Sandy Loam,Adequate,0,0,0,0
34.0,0.0,43.4,57.6,2.1,196.0,32.1,Sugarcane,Alluvial Soil,Saturated,0,0,0,0
33.4,0.0,75.5,35.2,31.1,85.0,32.4,Pulses,Red Soil,Adequate,0,0,0,0
34.7,0.0,68.3,37.1,0.7,36.1,34.8,Maize,Sandy Loam,Low / Moderate Deficit,0,0,0,0
23.1,0.0,80.5,51.7,10.0,210.2,21.5,Cotton,Clayey Loam,Saturated,0,0,0,0
20.5,0.0,38.6,28.3,2.0,80.2,21.3,Paddy,Sandy Loam,Low / Moderate Deficit,0,0,0,0
25.0,3.5,60.8,23.3,4.5,63.8,25.0,Wheat,Red Soil,Adequate,0,0,0,0
31.7,0.0,35.0,26.7,5.2,56.6,32.0,Pulses,Clayey Loam,Low / Moderate Deficit,0,0,0,0
29.7,0.0,55.4,16.6,0.5,1.8,27.8,Maize,Sandy Loam,Critical Deficit,1,0,0,0
30.3,0.0,47.5,23.6,5.9,46.4,29.8,Paddy,Sandy Loam,Low / Moderate Deficit,0,0,0,0
27.6,0.0,43.0,53.8,6.7,236.8,25.8,Maize,Sandy Loam,Saturated,0,0,0,0
28.8,0.0,76.5,49.6,60.8,100.5,31.3,Paddy,Sandy Loam,Saturated,0,1,0,1
24.0,0.0,52.9,55.8,2.6,244.7,21.6,Cotton,Alluvial Soil,Saturated,0,0,0,0
30.6,12.4,72.7,19.7,26.5,24.8,29.9,Wheat,Red Soil,Adequate,0,0,0,0
19.7,0.0,33.2,29.4,7.5,60.5,18.7,Paddy,Sandy Loam,Low / Moderate Deficit,0,0,0,0
40.1,0.0,17.8,27.0,3.6,84.9,41.0,Wheat,Sandy Loam,Adequate,0,0,1,0
36.5,0.0,80.0,24.0,38.5,60.7,36.9,Cotton,Clayey Loam,Low / Moderate Deficit,0,0,0,0
20.7,0.0,57.8,52.7,3.2,239.0,19.6,Pulses,Red Soil,Saturated,0,0,0,0
32.1,4.8,53.9,33.3,4.2,68.5,32.7,Mustard,Alluvial Soil,Adequate,0,0,0,0
31.8,0.0,32.9,24.9,0.6,23.7,32.5,Cotton,Sandy Loam,Low / Moderate Deficit,0,0,0,0
31.4,0.0,94.1,15.3,0.8,1.1,28.8,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
34.7,0.0,69.4,28.5,2.5,20.8,32.7,Mustard,Alluvial Soil,Adequate,0,0,0,0
21.1,0.0,63.0,18.0,2.2,63.8,25.1,Soybean,Clayey Loam,Adequate,0,0,0,0
29.3,0.0,59.8,44.0,0.6,51.7,30.9,Pulses,Black Soil,Low / Moderate Deficit,0,0,0,0
34.5,0.0,57.6,37.7,3.5,66.4,34.8,Pulses,Black Soil,Adequate,0,0,0,0
33.2,8.4,74.7,45.0,25.0,113.1,33.6,Cotton,Red Soil,Saturated,0,1,0,0
37.0,0.0,50.6,18.7,3.5,74.9,37.6,Wheat,Sandy Loam,Adequate,0,0,1,0
24.5,0.0,77.8,27.2,9.3,77.4,26.9,Wheat,Sandy Loam,Adequate,0,0,0,0
29.3,0.0,50.8,28.2,1.3,49.0,31.2,Soybean,Red Soil,Adequate,0,0,0,0
33.9,0.0,64.6,15.1,0.1,5.5,35.4,Pulses,Sandy Loam,Critical Deficit,1,0,0,0
29.6,0.0,77.0,55.6,21.7,95.5,30.4,Paddy,Sandy Loam,Saturated,0,1,0,0
18.1,0.0,44.3,25.0,0.8,32.6,18.6,Wheat,Red Soil,Adequate,0,0,0,0
22.5,0.0,63.3,30.1,1.4,61.5,21.7,Pulses,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
25.3,0.0,62.1,16.4,2.2,5.1,25.1,Pulses,Alluvial Soil,Critical Deficit,1,0,0,0
24.7,0.0,59.6,21.8,0.3,55.0,23.2,Sugarcane,Red Soil,Low / Moderate Deficit,1,0,0,0
24.3,0.0,84.6,11.9,24.2,4.6,24.0,Mustard,Red Soil,Critical Deficit,1,0,0,0
28.4,16.0,67.3,33.5,54.3,35.0,26.5,Maize,Clayey Loam,Adequate,0,0,0,1
35.8,0.0,47.0,19.8,3.9,23.7,35.7,Pulses,Red Soil,Adequate,0,0,0,0
28.1,0.0,62.6,21.7,4.7,37.5,26.1,Cotton,Sandy Loam,Adequate,0,0,0,0
21.5,0.0,56.2,29.9,0.5,84.5,21.6,Sugarcane,Sandy Loam,Low / Moderate Deficit,0,0,0,0
42.6,0.0,57.5,19.0,8.7,3.6,43.8,Wheat,Clayey Loam,Critical Deficit,1,0,1,0
29.3,0.0,72.2,31.2,15.9,71.9,28.0,Wheat,Clayey Loam,Low / Moderate Deficit,0,0,0,0
21.8,0.0,59.6,24.1,2.7,82.0,21.5,Maize,Clayey Loam,Adequate,0,0,0,0
41.8,0.0,47.6,21.1,0.3,52.5,41.8,Soybean,Clayey Loam,Low / Moderate Deficit,1,0,1,0
40.0,0.0,37.3,45.0,12.3,102.1,40.4,Wheat,Alluvial Soil,Saturated,0,0,1,0
39.2,0.0,74.6,20.8,3.0,74.8,38.6,Wheat,Sandy Loam,Low / Moderate Deficit,1,0,1,0
31.4,0.0,58.6,20.0,4.8,71.0,30.4,Mustard,Red Soil,Adequate,0,0,0,0
